part_number;SKU;descricao;GALVANIZA?;tipo_de_material;custo
4292801;;MONTAGEM DE ESTRUTURAS METÁLICAS;;verificar;0
4321500;;INSTALAÇÃO E MANUTENÇÃO ELETRICA;;verificar;0
4322301;;INSTALAÇÕES HIDRÁULICAS, SANITÁRIAS E DE GÁS;;verificar;0
4399102;;MONTAGEM E DESMONTAGEM DE ANDAIMES E OUTRAS ESTRUTURAS TEMPORÁRIAS;;verificar;0
4399103;;OBRAS DE ALVERNARIA;;verificar;0
204030000;;RELE FOTOELETRICO 1000W BIV RFE-131 COM PROTETOR DE SURTO 13626;;uso e consumo;0
204030001;;BASE RELE FOTOELET 15A-127V/10A-250V 11581 - MARGIRIUS;;uso e consumo;0
204030002;;COMUTADOR 3 POS 22MM 2NA FIXA MAN CURTA PLAST XA2ED33;;uso e consumo;0
204030003;;CAIXA DE INSPECAO DE SOLO EM POLIPROPILENO 300MM X 250MM MODELO TEL-555PP;;uso e consumo;0
204030004;;ELETRODUTO RIGIDO PVC 3/4 X 3M;;uso e consumo;0
204030005;;LUVA PARA ELETRODUTO PVC 3/4;;uso e consumo;0
204030006;;BOTOEIRA VAZIA 01 RUFO AM IP54 B1FTA;;uso e consumo;0
204030007;;BOTAO 22MM 1NA VD IMPULS PLAST GNP2-EA31;;uso e consumo;0
206031000;;PARAFUSO FENDA PHILLIPS N° 2 CABECA FLANGEADA PONTA BROCA 4,2 N°8 X 19 (3/4);;uso e consumo;0
606000000;;TAMPA REFORCADA EM FERRO FUNDIDO COM ESCOTILHA 300MM;;uso e consumo;0
606000001;;CHAVE L HEXAGONAL 5MM;;uso e consumo;0
606000002;;PERFIL L PARA VEDACAO;;uso e consumo;0
606062000;;MACACAO RF LARANJA;;uso e consumo;0
606064006;;APLICADOR DE SILICONE;;uso e consumo;0
707000000;;SENDING BOX NOVASTAR MSD300;;ativo imobilizado;0
707000001;;CALHA CENTRAL 115 X 120 X 5200 COM 1 BOCAL;;ativo imobilizado;0
707000002;;PORTA DE CORRER;;ativo imobilizado;0
707000005;;ENCERADEIRA DC 510 PLUS BIVOLT;;ativo imobilizado;0
1010010720;TUB;TUBO REDONDO 3/4  X 2,00 X 6000MM;;(ROH) MATERIA PRIMA;0
1010011222;TUB;TUBO REDONDO 1.1/4 X 2,25 X 6000MM;;(ROH) MATERIA PRIMA;0
1010011515;TUB;TUBO REDONDO 1.1/2 X 1,5 X 6000MM;;(ROH) MATERIA PRIMA;0
1010011522;TUB;TUBO REDONDO 1.1/2 X 2,25 X 6000MM;;(ROH) MATERIA PRIMA;0
1010011720;TUB;TUBO REDONDO 1.3/4 X 2,00 X 6000MM;;(ROH) MATERIA PRIMA;0
1010011722;TUB;TUBO REDONDO 1.3/4 X 2,25 X 6000MM;;(ROH) MATERIA PRIMA;0
1010011726;TUB;TUBO REDONDO 1.3/4 X 2,65 X 6000MM;;(ROH) MATERIA PRIMA;0
1010011747;TUB;TUBO REDONDO SCH 1.3/4 X 4,75 X 6000MM;;(ROH) MATERIA PRIMA;0
1010011920;VER;VERGALHAO D19 X 2000MM;;(ROH) MATERIA PRIMA;0
1010012015;TUB;TUBO REDONDO 2 X 1,5 X 6600MM;;(ROH) MATERIA PRIMA;0
1010012020;TUB;TUBO REDONDO 2 X 2,00 X 6000MM;;(ROH) MATERIA PRIMA;0
1010012022;TUB;TUBO REDONDO 2 X 2,25 X 6000MM;;(ROH) MATERIA PRIMA;0
1010012220;TUB;TUBO QUADRADO 20 X 20 X 2,00 X 6000MM;;(ROH) MATERIA PRIMA;0
1010012222;TUB;TUBO QUADRADO 20 X 20 X 2,25 X 6000MM;;(ROH) MATERIA PRIMA;0
1010012226;TUB;TUBO QUADRADO 20 X 20 X 2,65 X 6000MM;;(ROH) MATERIA PRIMA;0
1010012320;TUB;TUBO RETANGULAR 20 X 30 X 2,00 X 6000MM;;(ROH) MATERIA PRIMA;0
1010012420;TUB;TUBO RETANGULAR 20 X 40 X 2,00 X 6000MM;;(ROH) MATERIA PRIMA;0
1010012430;TUB;TUBO RETANGULAR 20 X 40 X 3,00 X 6000MM;;(ROH) MATERIA PRIMA;0
1010012520;VER;VERGALHAO D25 X 2000MM;;(ROH) MATERIA PRIMA;0
1010012525;TUB;TUBO QUADRADO 25 X 25 X 2,00 X 6000MM;;(ROH) MATERIA PRIMA;0
1010012526;TUB;TUBO REDONDO 2.1/2 X 2,65 X 6000MM;;(ROH) MATERIA PRIMA;0
1010013040;TUB;TUBO REDONDO 3 X 4,00 X 6000MM;;(ROH) MATERIA PRIMA;0
1010013330;TUB;TUBO QUADRADO 30 X 30 X 3,00 X 6000MM;;(ROH) MATERIA PRIMA;0
1010013522;TUB;TUBO RETANGULAR 30 X 50 X 2,25 X 6000MM;;(ROH) MATERIA PRIMA;0
1010013526;TUB;TUBO RETANGULAR 30 X 50 X 2,65 X 6000MM;;(ROH) MATERIA PRIMA;0
1010014075;TUB;TUBO SCH 40 - 3/4 - 26,67 X 2,87 X 6000MM;;(ROH) MATERIA PRIMA;0
1010014420;TUB;TUBO QUADRADO 40 X 40 X 2,00 X 6000MM;;(ROH) MATERIA PRIMA;0
1010014422;TUB;TUBO QUADRADO 40 X 40 X 2,25 X 6000MM;;(ROH) MATERIA PRIMA;0
1010014426;TUB;TUBO QUADRADO 40 X 40 X 2,65 X 6000MM;;(ROH) MATERIA PRIMA;0
1010014430;TUB;TUBO QUADRADO 40 X 40 X 3,00 X 6000MM;;(ROH) MATERIA PRIMA;0
1010014622;TUB;TUBO RETANGULAR 40 X 60 X 2,25 X 6000MM;;(ROH) MATERIA PRIMA;0
1010014626;TUB;TUBO RETANGULAR 40 X 60 X 2,65 X 6000MM;;(ROH) MATERIA PRIMA;0
1010014820;TUB;TUBO RETANGULAR 40 X 80 X 2,00 X 6000MM;;(ROH) MATERIA PRIMA;0
1010014826;TUB;TUBO RETANGULAR 40 X 80 X 2,65 X 6000MM;;(ROH) MATERIA PRIMA;0
1010014830;TUB;TUBO RETANGULAR 40 X 80 X 3,00 X 6000MM;;(ROH) MATERIA PRIMA;0
1010014837;TUB;TUBO RETANGULAR 40 X 80 X 3,75 X 6000MM;;(ROH) MATERIA PRIMA;0
1010015520;TUB;TUBO QUADRADO 50 X 50 X 2,00 X 6000MM;;(ROH) MATERIA PRIMA;0
1010015522;TUB;TUBO QUADRADO 50 X 50 X 2,25 X 6000MM;;(ROH) MATERIA PRIMA;0
1010015526;TUB;TUBO QUADRADO 50 X 50 X 2,65 X 6000MM;;(ROH) MATERIA PRIMA;0
1010015530;TUB;TUBO QUADRADO 50 X 50 X 3,00 X 6000MM;;(ROH) MATERIA PRIMA;0
1010016620;TUB;TUBO QUADRADO 60 X 60 X 2,00 X 6000MM;;(ROH) MATERIA PRIMA;0
1010016622;TUB;TUBO QUADRADO 60 X 60 X 2,25 X 6000MM;;(ROH) MATERIA PRIMA;0
1010016630;TUB;TUBO QUADRADO 60 X 60 X 2,65 X 6000MM;;(ROH) MATERIA PRIMA;0
1010016631;TUB;TUBO QUADRADO 60 X 60 X 3,00 X 6000MM;;(ROH) MATERIA PRIMA;0
1010017715;TUB;TUBO QUADRADO 70 X 70 X 1,5 X 6000MM;;(ROH) MATERIA PRIMA;0
1010017720;TUB;TUBO QUADRADO 70 X 70 X 2,00 X 6000MM;;(ROH) MATERIA PRIMA;0
1010018025;TUB;TUBO SCH 80 - 1 - 33,34 X 4,55 X 6000MM;;(ROH) MATERIA PRIMA;0
1010018820;TUB;TUBO QUADRADO 80 X 80 X 2,00 X 6000MM;;(ROH) MATERIA PRIMA;0
1010018822;TUB;TUBO QUADRADO 80 X 80 X 2,25 X 6000MM;;(ROH) MATERIA PRIMA;0
1010018830;TUB;TUBO QUADRADO 80 X 80 X 3,00 X 4800MM;;(ROH) MATERIA PRIMA;0
1010018831;TUB;TUBO QUADRADO 80 X 80 X 3,00 X 6000MM;;(ROH) MATERIA PRIMA;0
1010018837;TUB;TUBO QUADRADO 80 X 80 X 3,75 X 6000MM;;(ROH) MATERIA PRIMA;0
1010019930;TUB;TUBO QUADRADO 90 X 90 X 3,00 X 6000MM;;(ROH) MATERIA PRIMA;0
1010019937;TUB;TUBO QUADRADO 90 X 90 X 3,75 X 6000MM;;(ROH) MATERIA PRIMA;0
1010020006;BAR;BARRA REDONDA D1/4 X 6000MM;;(ROH) MATERIA PRIMA;0
1010020008;BAR;BARRA REDONDA D. 5/16 X 6000MM;;(ROH) MATERIA PRIMA;0
1010020009;BAR;BARRA REDONDA D3/8 X 6000MM;;(ROH) MATERIA PRIMA;0
1010020012;BAR;BARRA REDONDA D1/2 X 6000MM;;(ROH) MATERIA PRIMA;0
1010020019;BAR;BARRA REDONDA D3/4 X 6000MM;;(ROH) MATERIA PRIMA;0
1010020022;BAR;BARRA REDONDA D7/8 X 6000MM;;(ROH) MATERIA PRIMA;0
1010020025;BAR;BARRA REDONDA D1 X 6000MM;;(ROH) MATERIA PRIMA;0
1010020032;BAR;BARRA REDONDA D1.1/4 X 6000MM;;(ROH) MATERIA PRIMA;0
1010021005;BAR;BARRA CHATA 4 X 3/16 X 6000MM;;(ROH) MATERIA PRIMA;0
1010021006;BAR;BARRA CHATA 4 X 1/4 X 6000MM;;(ROH) MATERIA PRIMA;0
1010021008;BAR;BARRA CHATA 4 X 5/16 X 6000MM;;(ROH) MATERIA PRIMA;0
1010021009;BAR;BARRA CHATA 4 X 3/8 X 6000MM;;(ROH) MATERIA PRIMA;0
1010021012;BAR;BARRA CHATA 4 X 1/2 X 6000MM;;(ROH) MATERIA PRIMA;0
1010021013;CAN;CANTONEIRA L 1 X 1/8 X 6000MM;;(ROH) MATERIA PRIMA;0
1010021018;CAN;CANTONEIRA L 1 X 3/16 X 6000MM;;(ROH) MATERIA PRIMA;0
1010021025;CAN;CANTONEIRA L 1 X 1/4 X 6000MM;;(ROH) MATERIA PRIMA;0
1010021218;CAN;CANTONEIRA L 1.1/4 X 3/16 X 6000MM;;(ROH) MATERIA PRIMA;0
1010021225;CAN;CANTONEIRA L 1.1/4 X 1/4 X 6000MM;;(ROH) MATERIA PRIMA;0
1010021270;BAR;BARRA ROSCADA ZINCADA Ø1/2 X 1000MM;;(ROH) MATERIA PRIMA;0
1010021518;CAN;CANTONEIRA L 1.1/2 X 3/16 X 6000MM;;(ROH) MATERIA PRIMA;0
1010021525;CAN;CANTONEIRA L 1.1/2 X 1/4 X 6000MM;;(ROH) MATERIA PRIMA;0
1010021531;CAN;CANTONEIRA L 1.1/2 X 5/16 X 6000MM;;(ROH) MATERIA PRIMA;0
1010021718;CAN;CANTONEIRA L 1.3/4 X 3/16 X 6000MM;;(ROH) MATERIA PRIMA;0
1010021725;CAN;CANTONEIRA L 1.3/4 X 1/4 X 6000MM;;(ROH) MATERIA PRIMA;0
1010021731;CAN;CANTONEIRA L 1.3/4 X 5/16 X 6000MM;;(ROH) MATERIA PRIMA;0
1010021903;CAN;CANTONEIRA L 3/4 X 1/8 X 6000MM;;(ROH) MATERIA PRIMA;0
1010022018;CAN;CANTONEIRA L 2 X 3/16 X 6000MM;;(ROH) MATERIA PRIMA;0
1010022025;CAN;CANTONEIRA L 2 X 1/4 X 6000MM;;(ROH) MATERIA PRIMA;0
1010022031;CAN;CANTONEIRA L 2 X 5/16 X 6000MM;;(ROH) MATERIA PRIMA;0
1010022037;CAN;CANTONEIRA L 2 X 3/8 X 6000MM;;(ROH) MATERIA PRIMA;0
1010022504;BAR;BARRA CHATA 1 X 3/16 X 6000MM;;(ROH) MATERIA PRIMA;0
1010022518;CAN;CANTONEIRA L 2.1/2 X 3/16 X 6000MM;;(ROH) MATERIA PRIMA;0
1010022525;CAN;CANTONEIRA L 2.1/2 X 1/4 X 6000MM;;(ROH) MATERIA PRIMA;0
1010022531;CAN;CANTONEIRA L 2.1/2 X 5/16 X 6000MM;;(ROH) MATERIA PRIMA;0
1010022537;CAN;CANTONEIRA L 2.1/2 X 3/8 X 6000MM;;(ROH) MATERIA PRIMA;0
1010022540;BAR;BARRA ROSCADA ZINCADA Ø1 X 1000MM;;(ROH) MATERIA PRIMA;0
1010022550;CAN;CANTONEIRA L 2.1/2 X 1/2 X 6000MM;;(ROH) MATERIA PRIMA;0
1010023018;CAN;CANTONEIRA L 3 X 3/16 X 6000MM;;(ROH) MATERIA PRIMA;0
1010023025;CAN;CANTONEIRA L 3 X 1/4 X 6000MM;;(ROH) MATERIA PRIMA;0
1010023031;CAN;CANTONEIRA L 3 X 5/16 X 6000MM;;(ROH) MATERIA PRIMA;0
1010023037;CAN;CANTONEIRA L 3 X 3/8 X 6000MM;;(ROH) MATERIA PRIMA;0
1010023050;CAN;CANTONEIRA L 3 X 1/2 X 6000MM;;(ROH) MATERIA PRIMA;0
1010023205;BAR;BARRA CHATA 1.1/4 X 3/16 X 6000MM;;(ROH) MATERIA PRIMA;0
1010023206;BAR;BARRA CHATA 1.1/4 X 1/4 X 6000MM;;(ROH) MATERIA PRIMA;0
1010023805;BAR;BARRA CHATA 1.1/2 X 3/16 X 6000MM;;(ROH) MATERIA PRIMA;0
1010023806;BAR;BARRA CHATA 1.1/2 X 1/4 X 6000MM;;(ROH) MATERIA PRIMA;0
1010023808;BAR;BARRA CHATA 1.1/2 X 5/16 X 6000MM;;(ROH) MATERIA PRIMA;0
1010023809;BAR;BARRA CHATA 1.1/2 X 3/8 X 6000MM;;(ROH) MATERIA PRIMA;0
1010024008;BAR;BARRA QUADRADA 5/16;;(ROH) MATERIA PRIMA;0
1010024025;CAN;CANTONEIRA L 4 X 1/4 X 6000MM;;(ROH) MATERIA PRIMA;0
1010024031;CAN;CANTONEIRA L 4 X 5/16 X 6000MM;;(ROH) MATERIA PRIMA;0
1010024037;CAN;CANTONEIRA L 4 X 3/8 X 6000MM;;(ROH) MATERIA PRIMA;0
1010024050;CAN;CANTONEIRA L 4 X 1/2 X 6000MM;;(ROH) MATERIA PRIMA;0
1010024405;BAR;BARRA CHATA 1.3/4 X 3/16 X 6000MM;;(ROH) MATERIA PRIMA;0
1010024406;BAR;BARRA CHATA 1.3/4 X 1/4 X 6000MM;;(ROH) MATERIA PRIMA;0
1010024408;BAR;BARRA CHATA 1.3/4 X 5/16 X 6000MM;;(ROH) MATERIA PRIMA;0
1010024409;BAR;BARRA CHATA 1.3/4 X 3/8 X 6000MM;;(ROH) MATERIA PRIMA;0
1010024625;BAR;BARRA QUADRADA 1/4;;(ROH) MATERIA PRIMA;0
1010025000;PER;PERFIL U ENRIJ. 100X40X17X2,65X5000MM;;(ROH) MATERIA PRIMA;0
1010025005;BAR;BARRA CHATA 2 X 3/16 X 6000MM;;(ROH) MATERIA PRIMA;0
1010025006;BAR;BARRA CHATA 2 X 1/4 X 6000MM;;(ROH) MATERIA PRIMA;0
1010025008;BAR;BARRA CHATA 2 X 5/16 X 6000MM;;(ROH) MATERIA PRIMA;0
1010025009;BAR;BARRA CHATA 2 X 3/8 X 6000MM;;(ROH) MATERIA PRIMA;0
1010026405;BAR;BARRA CHATA 2.1/2 X 3/16 X 6000MM;;(ROH) MATERIA PRIMA;0
1010026406;BAR;BARRA CHATA 2.1/2 X 1/4 X 6000MM;;(ROH) MATERIA PRIMA;0
1010026408;BAR;BARRA CHATA 2.1/2 X 5/16 X 6000MM;;(ROH) MATERIA PRIMA;0
1010026409;BAR;BARRA CHATA 2.1/2 X 3/8 X 6000MM;;(ROH) MATERIA PRIMA;0
1010026412;BAR;BARRA CHATA 2.1/2 X 1/2 X 6000MM;;(ROH) MATERIA PRIMA;0
1010027505;BAR;BARRA CHATA 3 X 3/16 X 6000MM;;(ROH) MATERIA PRIMA;0
1010027506;BAR;BARRA CHATA 3 X 1/4 X 6000MM;;(ROH) MATERIA PRIMA;0
1010027508;BAR;BARRA CHATA 3 X 5/16 X 6000MM;;(ROH) MATERIA PRIMA;0
1010027509;BAR;BARRA CHATA 3 X 3/8 X 6000MM;;(ROH) MATERIA PRIMA;0
1010027512;BAR;BARRA CHATA 3 X 1/2 X 6000MM;;(ROH) MATERIA PRIMA;0
1010030318;CHA;CHAPA ACO 3,18 X 1200 X 3000MM;;(ROH) MATERIA PRIMA;0
1010030476;CHA;CHAPA ACO 4,76 X 1500 X 3000MM;;(ROH) MATERIA PRIMA;0
1010030953;CHA;CHAPA ACO 9,53 X 1200 X 3000MM;;(ROH) MATERIA PRIMA;0
1010031275;CHA;CHAPA ACO 12,7 X 1200 X 3000MM;;(ROH) MATERIA PRIMA;0
1010032541;BAR;BARRA ROSCADA ZINCADA Ø1 X 3000MM;;(ROH) MATERIA PRIMA;0
1010033175;CHA;CHAPA ACO 1/8 1200X3000MM;;(ROH) MATERIA PRIMA;0
1010040007;BOB;BOBINA DE ALUMINIO PARA CALHA;;(ROH) MATERIA PRIMA;0
1010043122;PER;PERFIL CHATO DE ALUMINIO 1/8 X 7/8 X 6000MM;;(ROH) MATERIA PRIMA;0
1010045250;PER;PERFIL DE ALUMINIO 5250MM;;(ROH) MATERIA PRIMA;0
1020200001;VEL;VELCRO 50MM PRETO MACHO + FEMEA;;(ROH) MATERIA PRIMA;0
1020200010;BAG;BAGUETE DE PVC 10MM;;(ROH) MATERIA PRIMA;0
1020201400;KED;KEDDER 14CM;;(ROH) MATERIA PRIMA;0
1020202500;BRA;BRATEC 749 BRANCO/BRANCO LG 2,5;;(ROH) MATERIA PRIMA;0
1020202502;BRA;BRATEC 799 CINZA/BRANCO LG 2,50;;(ROH) MATERIA PRIMA;0
1020205000;BRA;BRATEC 749 BRANCO/BRANCO LG 5,00;;(ROH) MATERIA PRIMA;0
1020205001;BRA;BRATEC 750 BRANCO/BRANCO 5,00;;(ROH) MATERIA PRIMA;0
1020205002;BRA;BRATEC 799 BRANCO/BRANCO 5,00;;(ROH) MATERIA PRIMA;0
1020205003;BRA;BRATEC 799 CINZA/CINZA 5,00;;(ROH) MATERIA PRIMA;0
2030300001;ARC;AR CONDICIONADO;;(ROH) MATERIA PRIMA (Verificar);0
2030300002;BOT;BOTAO DUPLO SEM ILUMINACAO QUADRADO SEM RESSALTO 1 NA 1 NF;;(ROH) MATERIA PRIMA (Verificar);0
2030300004;BUC;BUCHA DE ALUMINIO DE 1/2;;(ROH) MATERIA PRIMA (Verificar);0
2030300005;UNI;UNIDUT RETO DE 1.1/4 DAISA;;(ROH) MATERIA PRIMA (Verificar);0
2030300006;BUC;BUCHA DE ALUMINIO DE 3/4;;(ROH) MATERIA PRIMA (Verificar);0
2030300007;BUC;BUCHA NYLON 8 MM UNIVERSAL ALVENARIA;;(ROH) MATERIA PRIMA (Verificar);0
2030300008;BUC;BUCHA DE NYLON S8 C/ PARAFUSO SOBERBA SEXT 1/4X45MM;;(ROH) MATERIA PRIMA (Verificar);0
2030300009;CON;CONTATOR TRIPOLAR, 9 A, 1 NA, BOBINA DE 220 V;;(ROH) MATERIA PRIMA (Verificar);0
2030300010;BUC;BUCHA NYLON 10 MM C/ ANEL;;(ROH) MATERIA PRIMA (Verificar);0
2030300011;BAR;BARRAMENTO DE NEUTRO / TERRA COM SUPORTE;;(ROH) MATERIA PRIMA (Verificar);0
2030300034;GRA;GRAMPO CROSBY 3/8;;(ROH) MATERIA PRIMA (Verificar);0
2030300036;LUM;LUMINARIA EMB LED QUAD 36W 6500K BIV 4000LM RC0488 62X62CM - PHILIPS;;(ROH) MATERIA PRIMA (Verificar);0
2030300037;LUM;LUMINARIA HERMETICA LED 36W 3600K 1150X53X37MM  SAVE ENERGY;;(ROH) MATERIA PRIMA (Verificar);0
2030300050;CAB;CABO DE COBRE NU SECAO 50MM2, 7 FIOS, MEIA DURA, CLASSE 3A NBR 6524;;(ROH) MATERIA PRIMA (Verificar);0
2030300090;POE;PO EXOTERMICO 90 GR COM DISCO E PALITO IGNITOR;;(ROH) MATERIA PRIMA (Verificar);0
2030300101;DIS;DISJUNTOR BIPOLAR 10 A 5 KA @ 220 V CURVA C NBR NM 60898 E NBR IEC 60947-2;;(ROH) MATERIA PRIMA (Verificar);0
2030300102;DIS;DISJUNTOR MONOPOLAR 10 A 5 KA @ 220 , CURVA C NBR NM 60898 E NBR IEC 60947-2;;(ROH) MATERIA PRIMA (Verificar);0
2030300104;DIS;DISJUNTOR TRIPOLAR  10 A 5 KA @ 220 V CURVA C NBR NM 60898 E NBR IEC 60947-2;;(ROH) MATERIA PRIMA (Verificar);0
2030300105;DIS;DISJUNTOR 3P 63A 18 KA DWB160B163-3DX 11339642 - WEG;;(ROH) MATERIA PRIMA (Verificar);0
2030300132;DIS;DISJUNTOR MONOPOLAR 32 A 5 KA @ 220 V CURVA C NBR NM 60898 E NBR IEC 60947-2;;(ROH) MATERIA PRIMA (Verificar);0
2030300150;POE;PO EXOTERMICO 150 GR COM DISCO E PALITO IGNITOR;;(ROH) MATERIA PRIMA (Verificar);0
2030300201;DPS;DPS CLASSE I + II UC 275V IN 30KA IMAX 60 KA LIMP 12,5KA  UP 1,3 KV;;(ROH) MATERIA PRIMA (Verificar);0
2030300203;DPS;DPS CLAMPER LIGHT SS 275V 12KA HCC (PROTETOR C. TEL/ENERG);;(ROH) MATERIA PRIMA (Verificar);0
2030301000;PAI;PAINEL 760 X 480 X 170MM;;(ROH) MATERIA PRIMA (Verificar);0
2030301001;POR;PORTA DOCUMENTOS TAMANHO A4 PARA PORTA DO PAINEL;;(ROH) MATERIA PRIMA (Verificar);0
2030301002;SIN;SINALEIRO LED VERMELHO;;(ROH) MATERIA PRIMA (Verificar);0
2030301021;DPS;DPS CLASSE II, UC = 275 V, IN = 5 KA, IMAX = 12 KA, UP = 1,5 KV, UMAX = 10 KV, CABO 150 MM, CLAMPER LIGHT SS 275V 12KA HCC6S 022232;;(ROH) MATERIA PRIMA (Verificar);0
2030301031;CAB;CABO FLEXIVEL PP 3X2,5 MM2 PVC 300/500V NBR NM 247-5;;(ROH) MATERIA PRIMA (Verificar);0
2030301150;LUM;LUMINARIA HIGH BAY ESB HB150-5K-90X90-DIM-FIX-C/DPS EXTERNO;;(ROH) MATERIA PRIMA (Verificar);0
2030301200;LUM;LUMINARIA 1200 LUMENS - IOP65 - BOLCO AUTONOMIA - 2 FAROIS;;(ROH) MATERIA PRIMA (Verificar);0
2030301201;CUR;CURVA LONGA GALVANIZADA DE 1/2;;(ROH) MATERIA PRIMA (Verificar);0
2030301213;TUB;ELETRODUTO FLEXIVEL DE ACO COBERTURA EM PVC (SEALTUBO) 1/2;;(ROH) MATERIA PRIMA (Verificar);0
2030301230;ELE;ELETRODUTO GALVANIZADO MEDIO DE 1/2 - BARRA DE 3M;;(ROH) MATERIA PRIMA (Verificar);0
2030301270;UNI;UNIDUT RETO DE 1/2 DAISA;;(ROH) MATERIA PRIMA (Verificar);0
2030301271;LUV;LUVA PARA ELETRODUTO PVC 1/2;;(ROH) MATERIA PRIMA (Verificar);0
2030301515;CAI;CAIXA DE PASSAGEM DE ALUMINIO 150 X 150 X 100 MM;;(ROH) MATERIA PRIMA (Verificar);0
2030301516;CON;CONDUTOR DE 16 MM2 PVC 1 KV CLASSE 5 PRETO NRB 7288;;(ROH) MATERIA PRIMA (Verificar);0
2030301517;CON;CONTATOR CWB9-11-30D23 - WEG;;(ROH) MATERIA PRIMA (Verificar);0
2030301518;TUB;ELETRODUTO FLEXIVEL DE ACO COBERTURA EM PVC (SEALTUBO) 1.1/4;;(ROH) MATERIA PRIMA (Verificar);0
2030301519;REL;RELE DE SOBRE CARGA AZ RW27-2D3-U008 - WEG;;(ROH) MATERIA PRIMA (Verificar);0
2030301520;TOM;TOMADA INDUSTRIAL EMBUTIR 2 PLOS + TERRA 10A 250V AZUL;;(ROH) MATERIA PRIMA (Verificar);0
2030301600;CON;CONDUTOR DE 16 MM2, PVC 1 KV CALSSE 5 VERDE NBR 7288;;(ROH) MATERIA PRIMA (Verificar);0
2030301745;CAI;CAIXA EQUALIZACAO 170 X 145 X 90MM SOBREPOR COM 5 TERMINAIS;;(ROH) MATERIA PRIMA (Verificar);0
2030301901;UNI;UNIDUT CONICO DE 3/4 DAISA;;(ROH) MATERIA PRIMA (Verificar);0
2030301902;CUR;CURVA LONGA GALVANIZADA DE 3/4;;(ROH) MATERIA PRIMA (Verificar);0
2030301905;UNI;UNIDUT RETO DE 3/4 DAISA;;(ROH) MATERIA PRIMA (Verificar);0
2030301906;PER;SAIDA LATERAL DE  PERFILADO DE 38 X 38 MM DE 3/4;;(ROH) MATERIA PRIMA (Verificar);0
2030301930;ELE;ELETRODUTO GALVANIZADO MEDIO DE 3/4 - BARRA DE 3 M;;(ROH) MATERIA PRIMA (Verificar);0
2030301990;CUR;CURVA L DE 90° 3/8 GALVAZINADA;;(ROH) MATERIA PRIMA (Verificar);0
2030302000;TRI;TRILHO DIN;;(ROH) MATERIA PRIMA (Verificar);0
2030302015;CAI;CAIXA DE INSPECAO DE SOLO 200 X 150 MM EM PVC;;(ROH) MATERIA PRIMA (Verificar);0
2030302016;TAM;TAMPA GALVANIZADA 200X150MM PARA CAIXA DE INSPECAO;;(ROH) MATERIA PRIMA (Verificar);0
2030302017;TAM;TAMPA CURVA DE 90º PARA ELETROCALHA 150X100;;(ROH) MATERIA PRIMA (Verificar);0
2030302018;TAM;TAMPA INSPECAO DE SOLO 200 X 200 MM GALVANIZADA;;(ROH) MATERIA PRIMA (Verificar);0
2030302400;HAS;HASTE ATERRAMENTO TIPO COPPERWELD 5/8 X 2,4M ALTA CAMADA;;(ROH) MATERIA PRIMA (Verificar);0
2030302500;CON;CONDUTOR DE 2,5 MM2, PVC 750 V  CLASSE 5, COR AZUL CLARO NBR NM 247-3;;(ROH) MATERIA PRIMA (Verificar);0
2030302501;CON;CONDUTOR DE 2,5 MM2, PVC 750 V  CLASSE 5, COR MARROM NBR NM 247-3;;(ROH) MATERIA PRIMA (Verificar);0
2030302503;CON;CONDUTOR DE 2,5 MM2, PVC 750 V  CLASSE 5, COR PRETO NBR NM 247-3;;(ROH) MATERIA PRIMA (Verificar);0
2030302506;CON;CONDUTOR DE 2,5 MM2, 1 KV, ENCORDOAMENTO CLASSE 5, COR PRETO;;(ROH) MATERIA PRIMA (Verificar);0
2030302507;CON;CONDUTOR DE 2,5 MM2, 1 KV, ENCORDOAMENTO CLASSE 5, COR VERDE;;(ROH) MATERIA PRIMA (Verificar);0
2030302550;ISO;ISOLADOR PARALELO CILINDRO DE EPOXI 25X50 MM ROSCA 1/4;;(ROH) MATERIA PRIMA (Verificar);0
2030303012;TUB;ELETRODUTO FLEXIVEL DE ACO COBERTURA EM PVC (SEALTUBO) 1;;(ROH) MATERIA PRIMA (Verificar);0
2030303175;UNI;UNIDUT CONICO DE 1.1/4 DAISA;;(ROH) MATERIA PRIMA (Verificar);0
2030303177;BUC;BUCHA DE ALUMINIO DE 1.1/4;;(ROH) MATERIA PRIMA (Verificar);0
2030303810;LUV;LUVA REDUCAO GALVANIZADA 1.1/2 X 1/2;;(ROH) MATERIA PRIMA (Verificar);0
2030303838;PER;PERFILADO 38 MM X 38 MM X 6 M;;(ROH) MATERIA PRIMA (Verificar);0
2030303839;ELE;SAIDA DE ELETROCALHA PARA PERFILADO DE 38 X 38 MM;;(ROH) MATERIA PRIMA (Verificar);0
2030304000;CON;CONDUTOR DE 4,0 MM2, PVC 750 V, CLASSE 5 COR AZUL CLARO NBR NM 247-3;;(ROH) MATERIA PRIMA (Verificar);0
2030304001;CON;CONDUTOR DE 4,0 MM2, PVC 750 V, CLASSE 5 COR CINZA NBR NM 247-3;;(ROH) MATERIA PRIMA (Verificar);0
2030304002;CON;CONDUTOR DE 4,0 MM2, PVC 750 V, CLASSE 5 COR MARROM NBR NM 247-3;;(ROH) MATERIA PRIMA (Verificar);0
